Asset ID,Street,City,Post Code,Building Number,Building Name,Sub-Building,Region,Country,Latitude,Longitude,Building ID,Property Identifier,Year,Scenario,Flood Defences,Return Period,River Flood Score,River Flood Severity Value (maximum depth (m)),River Flood Severity Lower Bound,River Flood Severity Upper Bound,River Flood Reliability,Surface Flood Score,Surface Flood Severity Value (maximum depth (m)),Surface Flood Severity Lower Bound,Surface Flood Severity Upper Bound,Surface Flood Reliability,Coastal Flood Score,Coastal Flood Severity Value (maximum depth (m)),Coastal Flood Severity Lower Bound,Coastal Flood Severity Upper Bound,Coastal Flood Reliability,Storms Score,Storms Severity Value (3s gust wind speed (km/h)),Storms Severity Lower Bound,Storms Severity Upper Bound,Storms Reliability,Storms Climate Reliability,Tropical Cyclones Score,Tropical Cyclones Severity Value (3s gust wind speed (km/h)),Tropical Cyclones Severity Lower Bound,Tropical Cyclones Severity Upper Bound,Tropical Cyclones Reliability,Tropical Cyclones Climate Reliability,Age Category,Age Category Flag,Asset Use,Asset Type,Structure Category,Flood Elevation Structure,Building Replacement Cost,Gross Premise Area Flag,Gross Premise Area,Floor Count,Currency,Unit of Length,River Flood RP Loss,Surface Flood RP Loss,Coastal Flood RP Loss,Storms RP Loss,Tropical Cyclones RP Loss,Unit/Flat Volume,Basement
2,,,,,,,East Midlands (England),United Kingdom,52.8408284176,0.1697058665,23337180,200001147586,2020,ssp245,Undefended,1 in 10,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,0.0,0.0,0.05,,E,128.699997,123.299995,134.099991,0.83,0.83,,,,,,,post-1985,A,residential,SINGLE_RES,C_4,Not applied,297561.0,A,219.2,1.0,GBP,Metres,0.0,0.0,0.0,463.0,0.0,1.0,0.0
2,,,,,,,East Midlands (England),United Kingdom,52.8408284176,0.1697058665,23337180,200001147586,2020,ssp245,Undefended,1 in 50,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,0.79,0.77,0.82,,E,149.399994,143.099991,154.800003,0.83,0.83,,,,,,,post-1985,A,residential,SINGLE_RES,C_4,Not applied,297561.0,A,219.2,1.0,GBP,Metres,0.0,0.0,99375.0,1565.0,0.0,1.0,0.0
2,,,,,,,East Midlands (England),United Kingdom,52.8408284176,0.1697058665,23337180,200001147586,2020,ssp245,Undefended,1 in 100,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,1.23,1.2,1.26,,E,157.5,151.199997,163.800003,0.83,0.83,,,,,,,post-1985,A,residential,SINGLE_RES,C_4,Not applied,297561.0,A,219.2,1.0,GBP,Metres,0.0,0.0,135896.0,1565.0,0.0,1.0,0.0
2,,,,,,,East Midlands (England),United Kingdom,52.8408284176,0.1697058665,23337180,200001147586,2020,ssp245,Undefended,1 in 200,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,1.78,1.74,1.81,,E,164.699997,158.399994,171.0,0.83,0.83,,,,,,,post-1985,A,residential,SINGLE_RES,C_4,Not applied,297561.0,A,219.2,1.0,GBP,Metres,0.0,0.0,169370.0,1565.0,0.0,1.0,0.0
2,,,,,,,East Midlands (England),United Kingdom,52.8408284176,0.1697058665,23337180,200001147586,2020,ssp245,Undefended,1 in 500,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,2.67,2.64,2.71,,E,174.599991,168.300003,181.799988,0.83,0.83,,,,,,,post-1985,A,residential,SINGLE_RES,C_4,Not applied,297561.0,A,219.2,1.0,GBP,Metres,0.0,0.0,207502.0,1565.0,0.0,1.0,0.0
3,,,,,,,East Midlands (England),United Kingdom,52.8494594446,0.1414652949,917061,,2020,ssp245,Undefended,1 in 10,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,0.0,0.0,0.0,,E,128.699997,123.299995,134.099991,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,31765.0,A,23.4,1.0,GBP,Metres,0.0,0.0,0.0,49.0,0.0,1.0,0.0
3,,,,,,,East Midlands (England),United Kingdom,52.8494594446,0.1414652949,917061,,2020,ssp245,Undefended,1 in 50,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,0.47,0.43,0.5,,E,149.399994,143.099991,154.800003,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,31765.0,A,23.4,1.0,GBP,Metres,0.0,0.0,6966.0,167.0,0.0,1.0,0.0
3,,,,,,,East Midlands (England),United Kingdom,52.8494594446,0.1414652949,917061,,2020,ssp245,Undefended,1 in 100,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,1.01,0.98,1.05,,E,157.5,151.199997,163.800003,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,31765.0,A,23.4,1.0,GBP,Metres,0.0,0.0,12698.0,167.0,0.0,1.0,0.0
3,,,,,,,East Midlands (England),United Kingdom,52.8494594446,0.1414652949,917061,,2020,ssp245,Undefended,1 in 200,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,1.65,1.62,1.69,,E,164.699997,158.399994,171.0,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,31765.0,A,23.4,1.0,GBP,Metres,0.0,0.0,17337.0,167.0,0.0,1.0,0.0
3,,,,,,,East Midlands (England),United Kingdom,52.8494594446,0.1414652949,917061,,2020,ssp245,Undefended,1 in 500,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,2.57,2.53,2.61,,E,174.599991,168.300003,181.799988,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,31765.0,A,23.4,1.0,GBP,Metres,0.0,0.0,21753.0,167.0,0.0,1.0,0.0
4,,,,,,,East Midlands (England),United Kingdom,52.8548146185,0.1709734372,22418623,,2020,ssp245,Undefended,1 in 10,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,F,0.52,0.49,0.54,,E,128.699997,123.299995,134.099991,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,35838.0,A,26.4,1.0,GBP,Metres,0.0,0.0,8560.0,56.0,0.0,1.0,0.0
4,,,,,,,East Midlands (England),United Kingdom,52.8548146185,0.1709734372,22418623,,2020,ssp245,Undefended,1 in 50,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,F,1.27,1.24,1.29,,E,149.399994,143.099991,154.800003,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,35838.0,A,26.4,1.0,GBP,Metres,0.0,0.0,16708.0,189.0,0.0,1.0,0.0
4,,,,,,,East Midlands (England),United Kingdom,52.8548146185,0.1709734372,22418623,,2020,ssp245,Undefended,1 in 100,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,F,1.66,1.63,1.68,,E,157.5,151.199997,163.800003,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,35838.0,A,26.4,1.0,GBP,Metres,0.0,0.0,19626.0,189.0,0.0,1.0,0.0
4,,,,,,,East Midlands (England),United Kingdom,52.8548146185,0.1709734372,22418623,,2020,ssp245,Undefended,1 in 200,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,F,2.09,2.06,2.11,,E,164.699997,158.399994,171.0,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,35838.0,A,26.4,1.0,GBP,Metres,0.0,0.0,22187.0,189.0,0.0,1.0,0.0
4,,,,,,,East Midlands (England),United Kingdom,52.8548146185,0.1709734372,22418623,,2020,ssp245,Undefended,1 in 500,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,F,2.69,2.67,2.72,,E,174.599991,168.300003,181.799988,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,35838.0,A,26.4,1.0,GBP,Metres,0.0,0.0,25080.0,189.0,0.0,1.0,0.0
5,,,,,,,East Midlands (England),United Kingdom,52.8483471645,0.1166868854,23318602,10002548311,2020,ssp245,Undefended,1 in 10,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,0.0,0.0,0.0,,E,126.0,120.599998,131.399994,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,323354.0,A,238.2,2.0,GBP,Metres,0.0,0.0,0.0,503.0,0.0,1.0,0.0
5,,,,,,,East Midlands (England),United Kingdom,52.8483471645,0.1166868854,23318602,10002548311,2020,ssp245,Undefended,1 in 50,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,0.64,0.61,0.67,,E,146.699997,140.399994,152.099991,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,323354.0,A,238.2,2.0,GBP,Metres,0.0,0.0,45795.0,1701.0,0.0,1.0,0.0
5,,,,,,,East Midlands (England),United Kingdom,52.8483471645,0.1166868854,23318602,10002548311,2020,ssp245,Undefended,1 in 100,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,1.13,1.09,1.16,,E,153.899994,148.5,160.199997,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,323354.0,A,238.2,2.0,GBP,Metres,0.0,0.0,69816.0,1701.0,0.0,1.0,0.0
5,,,,,,,East Midlands (England),United Kingdom,52.8483471645,0.1166868854,23318602,10002548311,2020,ssp245,Undefended,1 in 200,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,1.72,1.68,1.75,,E,162.0,155.699997,168.300003,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,323354.0,A,238.2,2.0,GBP,Metres,0.0,0.0,90311.0,1701.0,0.0,1.0,0.0
5,,,,,,,East Midlands (England),United Kingdom,52.8483471645,0.1166868854,23318602,10002548311,2020,ssp245,Undefended,1 in 500,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,E,2.62,2.58,2.65,,E,171.0,164.699997,178.199997,0.83,0.83,,,,,,,post-1985,M,residential,SINGLE_RES,C_4,Not applied,323354.0,A,238.2,2.0,GBP,Metres,0.0,0.0,223474.0,1701.0,0.0,1.0,0.0
6,Marsh Rd,Holbeach Hurn,PE12 8JY,1.0,,,East Midlands (England),United Kingdom,52.8231572,0.0656962,4441069,100032161463,2020,ssp245,Undefended,1 in 10,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,C,0.0,0.0,0.0,,E,126.0,120.599998,131.399994,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,317381.0,A,233.8,2.0,GBP,Metres,0.0,0.0,0.0,40.0,0.0,1.0,0.0
6,Marsh Rd,Holbeach Hurn,PE12 8JY,1.0,,,East Midlands (England),United Kingdom,52.8231572,0.0656962,4441069,100032161463,2020,ssp245,Undefended,1 in 50,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,C,0.0,0.0,0.0,,E,146.699997,140.399994,152.099991,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,317381.0,A,233.8,2.0,GBP,Metres,0.0,0.0,0.0,195.0,0.0,1.0,0.0
6,Marsh Rd,Holbeach Hurn,PE12 8JY,1.0,,,East Midlands (England),United Kingdom,52.8231572,0.0656962,4441069,100032161463,2020,ssp245,Undefended,1 in 100,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,C,0.0,0.0,0.0,,E,153.899994,148.5,160.199997,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,317381.0,A,233.8,2.0,GBP,Metres,0.0,0.0,0.0,195.0,0.0,1.0,0.0
6,Marsh Rd,Holbeach Hurn,PE12 8JY,1.0,,,East Midlands (England),United Kingdom,52.8231572,0.0656962,4441069,100032161463,2020,ssp245,Undefended,1 in 200,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,C,0.06,0.0,0.09,,E,162.0,155.699997,168.300003,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,317381.0,A,233.8,2.0,GBP,Metres,0.0,0.0,5059.0,195.0,0.0,1.0,0.0
6,Marsh Rd,Holbeach Hurn,PE12 8JY,1.0,,,East Midlands (England),United Kingdom,52.8231572,0.0656962,4441069,100032161463,2020,ssp245,Undefended,1 in 500,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,C,0.76,0.74,0.79,,E,171.0,164.699997,178.199997,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,317381.0,A,233.8,2.0,GBP,Metres,0.0,0.0,51451.0,195.0,0.0,1.0,0.0
7,,,,,,,East Midlands (England),United Kingdom,52.8088689,0.1259753,23062655,100030887449,2020,ssp245,Undefended,1 in 10,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,D,0.0,0.0,0.0,,E,126.0,120.599998,131.399994,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,268240.0,A,197.6,2.0,GBP,Metres,0.0,0.0,0.0,34.0,0.0,1.0,0.0
7,,,,,,,East Midlands (England),United Kingdom,52.8088689,0.1259753,23062655,100030887449,2020,ssp245,Undefended,1 in 50,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,D,0.0,0.0,0.0,,E,146.699997,140.399994,152.099991,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,268240.0,A,197.6,2.0,GBP,Metres,0.0,0.0,0.0,165.0,0.0,1.0,0.0
7,,,,,,,East Midlands (England),United Kingdom,52.8088689,0.1259753,23062655,100030887449,2020,ssp245,Undefended,1 in 100,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,D,0.39,0.35,0.42,,E,153.899994,148.5,160.199997,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,268240.0,A,197.6,2.0,GBP,Metres,0.0,0.0,25024.0,165.0,0.0,1.0,0.0
7,,,,,,,East Midlands (England),United Kingdom,52.8088689,0.1259753,23062655,100030887449,2020,ssp245,Undefended,1 in 200,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,D,0.97,0.93,1.01,,E,162.0,155.699997,168.300003,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,268240.0,A,197.6,2.0,GBP,Metres,0.0,0.0,52106.0,165.0,0.0,1.0,0.0
7,,,,,,,East Midlands (England),United Kingdom,52.8088689,0.1259753,23062655,100030887449,2020,ssp245,Undefended,1 in 500,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,D,1.97,1.94,2.01,,E,171.0,164.699997,178.199997,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,268240.0,A,197.6,2.0,GBP,Metres,0.0,0.0,80561.0,165.0,0.0,1.0,0.0
8,Pinstock Lane,Spalding,PE12 0BT,,,,East Midlands (England),United Kingdom,52.7960426,0.0741809,22823054,100030891649,2020,ssp245,Undefended,1 in 10,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,C,0.0,0.0,0.0,,E,126.0,120.599998,131.399994,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,221542.0,A,163.2,2.0,GBP,Metres,0.0,0.0,0.0,28.0,0.0,1.0,0.0
8,Pinstock Lane,Spalding,PE12 0BT,,,,East Midlands (England),United Kingdom,52.7960426,0.0741809,22823054,100030891649,2020,ssp245,Undefended,1 in 50,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,C,0.0,0.0,0.0,,E,146.699997,140.399994,152.099991,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,221542.0,A,163.2,2.0,GBP,Metres,0.0,0.0,0.0,136.0,0.0,1.0,0.0
8,Pinstock Lane,Spalding,PE12 0BT,,,,East Midlands (England),United Kingdom,52.7960426,0.0741809,22823054,100030891649,2020,ssp245,Undefended,1 in 100,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,C,0.0,0.0,0.06,,E,153.899994,148.5,160.199997,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,221542.0,A,163.2,2.0,GBP,Metres,0.0,0.0,0.0,136.0,0.0,1.0,0.0
8,Pinstock Lane,Spalding,PE12 0BT,,,,East Midlands (England),United Kingdom,52.7960426,0.0741809,22823054,100030891649,2020,ssp245,Undefended,1 in 200,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,C,0.41,0.38,0.44,,E,162.0,155.699997,168.300003,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,221542.0,A,163.2,2.0,GBP,Metres,0.0,0.0,21592.0,136.0,0.0,1.0,0.0
8,Pinstock Lane,Spalding,PE12 0BT,,,,East Midlands (England),United Kingdom,52.7960426,0.0741809,22823054,100030891649,2020,ssp245,Undefended,1 in 500,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,C,1.17,1.14,1.2,,E,171.0,164.699997,178.199997,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,221542.0,A,163.2,2.0,GBP,Metres,0.0,0.0,48957.0,136.0,0.0,1.0,0.0
9,Witham Town,Boston,PE21 9JY,6.0,,,East Midlands (England),United Kingdom,52.9835697,-0.0310725,13519302,200004467536,2020,ssp245,Undefended,1 in 10,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,B,0.0,0.0,0.0,,E,127.799995,122.399994,133.199997,0.83,0.83,,,,,,,post-1985,M,agriculture,AGRICULTURE,C_5,Not applied,216142.0,A,171.0,2.0,GBP,Metres,0.0,0.0,0.0,27.0,0.0,1.0,0.0
9,Witham Town,Boston,PE21 9JY,6.0,,,East Midlands (England),United Kingdom,52.9835697,-0.0310725,13519302,200004467536,2020,ssp245,Undefended,1 in 50,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,B,0.0,0.0,0.0,,E,147.599991,142.199997,153.899994,0.83,0.83,,,,,,,post-1985,M,agriculture,AGRICULTURE,C_5,Not applied,216142.0,A,171.0,2.0,GBP,Metres,0.0,0.0,0.0,133.0,0.0,1.0,0.0
9,Witham Town,Boston,PE21 9JY,6.0,,,East Midlands (England),United Kingdom,52.9835697,-0.0310725,13519302,200004467536,2020,ssp245,Undefended,1 in 100,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,B,0.0,0.0,0.0,,E,155.699997,149.399994,161.099991,0.83,0.83,,,,,,,post-1985,M,agriculture,AGRICULTURE,C_5,Not applied,216142.0,A,171.0,2.0,GBP,Metres,0.0,0.0,0.0,133.0,0.0,1.0,0.0
9,Witham Town,Boston,PE21 9JY,6.0,,,East Midlands (England),United Kingdom,52.9835697,-0.0310725,13519302,200004467536,2020,ssp245,Undefended,1 in 200,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,B,0.0,0.0,0.0,,E,162.0,155.699997,168.300003,0.83,0.83,,,,,,,post-1985,M,agriculture,AGRICULTURE,C_5,Not applied,216142.0,A,171.0,2.0,GBP,Metres,0.0,0.0,0.0,133.0,0.0,1.0,0.0
9,Witham Town,Boston,PE21 9JY,6.0,,,East Midlands (England),United Kingdom,52.9835697,-0.0310725,13519302,200004467536,2020,ssp245,Undefended,1 in 500,A,0.0,0.0,0.0,,A,0.0,0.0,0.0,,B,0.62,0.6,0.65,,E,171.899994,164.699997,178.199997,0.83,0.83,,,,,,,post-1985,M,agriculture,AGRICULTURE,C_5,Not applied,216142.0,A,171.0,2.0,GBP,Metres,0.0,0.0,20829.0,133.0,0.0,1.0,0.0
1,,,,,,,East Midlands (England),United Kingdom,52.7702909069,0.1894779759,23047437,100030889668,2025,ssp245,Undefended,1 in 10,A,0.0,0.0,0.0,,D,0.0,0.0,0.0,,E,0.0,0.0,0.0,,E,128.699997,123.299995,135.899994,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,1119385.0,A,824.6,2.0,GBP,Metres,0.0,0.0,0.0,140.0,0.0,5.0,0.0
1,,,,,,,East Midlands (England),United Kingdom,52.7702909069,0.1894779759,23047437,100030889668,2025,ssp245,Undefended,1 in 50,A,0.0,0.0,0.0,,D,0.0,0.0,0.0,,E,0.12,0.08,0.16,,E,149.399994,143.099991,157.5,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,1119385.0,A,824.6,2.0,GBP,Metres,0.0,0.0,35008.0,687.0,0.0,5.0,0.0
1,,,,,,,East Midlands (England),United Kingdom,52.7702909069,0.1894779759,23047437,100030889668,2025,ssp245,Undefended,1 in 100,A,0.0,0.0,0.0,,D,0.06,0.06,0.06,,E,0.47,0.44,0.5,,E,157.5,151.199997,165.599991,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,1119385.0,A,824.6,2.0,GBP,Metres,0.0,17844.0,122732.0,687.0,0.0,5.0,0.0
1,,,,,,,East Midlands (England),United Kingdom,52.7702909069,0.1894779759,23047437,100030889668,2025,ssp245,Undefended,1 in 200,A,0.0,0.0,0.0,,D,0.06,0.06,0.06,,E,0.89,0.86,0.94,,E,164.699997,158.399994,173.699997,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,1119385.0,A,824.6,2.0,GBP,Metres,0.0,17844.0,204325.0,687.0,0.0,5.0,0.0
1,,,,,,,East Midlands (England),United Kingdom,52.7702909069,0.1894779759,23047437,100030889668,2025,ssp245,Undefended,1 in 500,A,0.0,0.0,0.0,,D,0.07,0.07,0.07,,E,1.56,1.52,1.6,,E,174.599991,168.300003,184.5,0.83,0.83,,,,,,,pre-1919,M,residential,SINGLE_RES,C_5,Not applied,1119385.0,A,824.6,2.0,GBP,Metres,0.0,20751.0,295815.0,687.0,0.0,5.0,0.0
10,,,,,,,East Midlands (England),United Kingdom,53.050081479,0.158874125,,,2025,ssp245,Undefended,1 in 10,A,0.0,0.0,0.0,,D,0.0,0.0,0.0,,E,0.0,0.0,0.0,,E,130.5,125.099998,137.699997,0.83,0.83,,,,,,,post-1985,D,commercial,,C_5,Not applied,1263991.0,D,1000.0,1.0,GBP,Metres,0.0,0.0,0.0,158.0,0.0,1.0,0.0
